Target_genes	E2F1|Average	SRX022432|HeLa	SRX150446|HeLa	SRX150563|HeLa	SRX734309|HMEC	SRX2565135|LNCAP	SRX2565136|LNCAP	SRX992662|LNCAP	SRX150556|MCF-7	SRX2585781|MDA-MB-231	SRX1726515|MM.1S	SRX275409|OCI-LY1	SRX1556104|PC-3	SRX1556105|PC-3	SRX1497386|RAJI	SRX1497396|RAJI	SRX1007721|SK-MEL-147	SRX1726518|U-266	SRX334238|Unclassified	SRX334239|Unclassified	SRX334242|Unclassified	SRX334243|Unclassified	SRX334246|Unclassified	SRX334247|Unclassified	SRX334250|Unclassified	SRX334251|Unclassified	SRX334254|Unclassified	SRX334255|Unclassified	SRX334258|Unclassified	SRX334259|Unclassified	SRX334262|Unclassified	SRX334263|Unclassified	SRX334265|Unclassified	SRX334266|Unclassified	SRX1548204|Wharton_Jelly	SRX1548205|Wharton_Jelly	SRX1548206|Wharton_Jelly	SRX1548207|Wharton_Jelly	SRX1548208|Wharton_Jelly	SRX1548209|Wharton_Jelly	STRING
KRCC1	199.333333	0	1135	443	281	490	0	775	1259	1407	233	155	0	0	0	196	0	110	238	114	149	0	163	100	217	152	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0
NUDT16L1	199.282051	0	0	0	138	510	140	1013	709	651	633	249	0	0	0	0	0	0	546	397	276	323	491	205	278	211	0	124	133	183	244	318	0	0	0	0	0	0	0	0	0
IKBKB	199.256410	0	1138	506	211	743	129	678	507	951	0	475	0	0	0	0	0	0	641	113	172	249	247	180	279	238	0	0	0	0	153	0	161	0	0	0	0	0	0	0	0
SCFD2	199.205128	0	141	126	167	696	0	741	1707	1132	134	251	0	0	0	0	0	0	520	169	211	353	336	0	291	300	0	0	0	0	186	144	164	0	0	0	0	0	0	0	0
CUTC	199.179487	0	304	99	329	564	0	1007	498	1592	461	92	0	0	0	224	0	0	542	204	187	299	324	161	345	160	0	101	0	0	0	175	100	0	0	0	0	0	0	0	0
COX15	199.179487	0	304	99	329	564	0	1007	498	1592	461	92	0	0	0	224	0	0	542	204	187	299	324	161	345	160	0	101	0	0	0	175	100	0	0	0	0	0	0	0	0
EPB41L2	199.153846	0	330	118	168	869	155	1522	1032	667	412	238	0	0	0	0	0	0	412	175	168	205	389	0	146	133	0	0	0	144	176	187	0	0	0	0	0	121	0	0	0
FAM172A	199.051282	0	0	0	231	1319	291	1310	390	1131	227	192	0	0	0	0	0	0	509	347	164	160	270	189	273	117	109	0	0	142	0	221	171	0	0	0	0	0	0	0	0
NUDT5	199.025641	166	350	276	201	323	84	448	1494	1251	177	338	0	0	90	112	0	0	399	268	266	0	353	224	255	210	0	0	0	0	0	217	260	0	0	0	0	0	0	0	0
CDC123	199.025641	166	350	276	201	323	84	448	1494	1251	177	338	0	0	90	112	0	0	399	268	266	0	353	224	255	210	0	0	0	0	0	217	260	0	0	0	0	0	0	0	0
SP100	199.000000	0	750	384	228	495	0	1264	1331	786	166	175	0	0	0	324	0	0	501	158	245	126	203	0	220	157	0	0	0	0	140	108	0	0	0	0	0	0	0	0	0
INSR	198.974359	0	1090	460	0	648	140	1156	1533	301	0	0	0	0	0	0	0	0	373	290	232	293	355	147	159	187	0	0	0	0	141	255	0	0	0	0	0	0	0	0	0
RSPH1	198.923077	0	0	0	169	786	0	1634	500	330	941	174	0	0	0	287	0	144	603	312	216	278	466	294	193	235	112	0	0	0	0	84	0	0	0	0	0	0	0	0	0
PREP	198.871795	0	653	179	243	481	0	443	332	291	307	252	0	0	0	0	0	0	749	395	398	398	517	295	238	333	176	128	171	183	273	321	0	0	0	0	0	0	0	0	0
NR4A1	198.769231	0	1713	1020	0	594	87	671	1332	186	0	273	0	0	0	84	0	0	329	197	220	163	272	0	133	122	0	0	0	136	0	220	0	0	0	0	0	0	0	0	0
ERAP1	198.769231	0	555	355	195	415	0	462	1190	1078	434	127	0	0	90	397	0	174	388	237	142	240	397	183	192	123	0	0	0	123	127	128	0	0	0	0	0	0	0	0	0
GPS2	198.717949	0	515	315	0	787	363	1038	431	1045	0	227	0	0	0	199	0	0	521	217	162	283	409	219	274	167	0	0	0	76	0	250	130	0	0	0	0	122	0	0	0
RPS6KC1	198.692308	0	932	534	172	688	195	763	565	711	0	432	0	0	0	0	0	0	509	186	136	300	371	326	211	193	116	0	0	0	186	78	145	0	0	0	0	0	0	0	0
IFT22	198.589744	0	346	208	186	1029	176	996	853	1251	166	376	0	0	0	251	0	0	334	165	176	89	280	190	233	131	0	0	0	0	90	136	83	0	0	0	0	0	0	0	0
ZNF584	198.564103	0	362	241	229	783	111	780	621	1681	229	411	0	0	0	295	0	0	447	197	246	135	368	166	137	106	0	94	0	0	0	105	0	0	0	0	0	0	0	0	0
USP38	198.512821	137	311	279	135	979	101	1203	1213	818	124	0	0	0	0	147	0	0	439	177	199	134	265	150	321	182	110	0	0	0	0	138	180	0	0	0	0	0	0	0	0
LARP1B	198.512821	0	248	169	327	362	0	750	1242	698	774	158	0	0	0	311	0	198	379	304	165	205	273	289	183	133	0	121	113	65	114	161	0	0	0	0	0	0	0	0	0
TBRG4	198.487179	147	358	192	279	787	87	534	890	1710	131	193	0	0	0	258	0	129	352	156	183	204	225	151	162	0	116	120	0	114	112	151	0	0	0	0	0	0	0	0	0
ZNF503	198.461538	0	1353	442	218	777	268	728	1259	786	263	0	0	0	0	0	0	0	372	0	179	147	234	0	181	114	0	0	0	104	0	143	172	0	0	0	0	0	0	0	0
FADD	198.461538	0	231	350	219	825	215	411	1014	1107	279	440	0	0	0	143	0	0	492	268	212	141	441	246	241	132	0	0	0	147	0	186	0	0	0	0	0	0	0	0	0
BSN	198.358974	0	163	0	0	452	108	1013	0	543	0	147	0	0	0	0	0	0	1204	443	532	388	876	380	544	395	0	0	0	161	118	269	0	0	0	0	0	0	0	0	0
BBS2	198.153846	0	985	582	148	906	172	436	1573	560	0	198	0	0	0	0	0	0	372	124	265	176	252	197	266	144	0	0	0	102	114	156	0	0	0	0	0	0	0	0	0
TSPAN5	198.128205	0	0	0	92	464	96	1089	437	329	354	258	0	0	0	0	0	0	624	417	522	488	744	329	399	177	0	0	0	135	297	476	0	0	0	0	0	0	0	0	0
PLOD2	198.076923	0	1246	475	834	156	0	0	3428	790	392	0	0	0	0	0	0	0	161	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0
CCAR2	198.076923	183	300	99	0	1044	350	851	168	775	143	157	0	0	0	176	0	0	575	258	285	188	538	281	249	119	0	161	115	93	187	224	206	0	0	0	0	0	0	0	0
WDR47	198.051282	0	557	165	174	681	166	1182	219	1817	0	427	0	0	0	0	0	0	594	198	197	263	216	0	317	131	0	0	83	0	107	230	0	0	0	0	0	0	0	0	0
PRADC1	198.025641	141	212	139	480	554	182	897	783	1278	488	231	0	0	0	430	0	0	410	157	89	185	344	161	207	261	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL13	198.025641	0	492	133	156	570	0	1245	710	289	517	344	0	0	86	296	0	88	457	215	270	207	431	220	249	271	116	0	0	0	126	235	0	0	0	0	0	0	0	0	0
CCT7	198.025641	141	212	139	480	554	182	897	783	1278	488	231	0	0	0	430	0	0	410	157	89	185	344	161	207	261	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMC10	198.025641	0	492	133	156	570	0	1245	710	289	517	344	0	0	86	296	0	88	457	215	270	207	431	220	249	271	116	0	0	0	126	235	0	0	0	0	0	0	0	0	0
REPS1	197.974359	0	338	79	173	899	144	990	542	686	215	289	0	0	0	244	0	0	527	260	355	222	364	292	221	229	132	0	0	122	165	233	0	0	0	0	0	0	0	0	0
EZR	197.871795	0	886	357	189	556	0	950	579	653	192	410	0	0	0	373	0	0	563	175	356	286	398	193	176	196	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
KCNK5	197.846154	0	1374	669	0	599	132	1101	1746	0	136	0	0	0	0	0	0	0	355	182	135	147	297	130	283	98	0	0	0	0	173	159	0	0	0	0	0	0	0	0	0
SLC4A2	197.794872	0	242	188	195	629	144	1340	1465	669	507	562	0	0	0	102	0	0	281	176	230	144	311	180	150	131	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0
CDK5	197.794872	0	242	188	195	629	144	1340	1465	669	507	562	0	0	0	102	0	0	281	176	230	144	311	180	150	131	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0
CCDC137	197.717949	0	176	0	393	609	109	805	343	1417	180	176	0	0	0	269	0	0	594	358	339	212	301	157	387	379	0	0	0	84	103	202	0	0	0	118	0	0	0	0	0
STRAP	197.692308	0	0	0	185	702	0	668	260	1615	195	161	0	0	0	281	0	0	711	361	380	320	504	196	284	210	0	0	0	172	180	147	178	0	0	0	0	0	0	0	0
PGM1	197.692308	0	1104	524	284	328	0	575	1239	644	280	175	0	0	0	0	0	110	569	263	196	273	368	218	289	144	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0
HMGN1	197.692308	0	547	290	321	497	130	767	2142	883	198	207	0	0	0	0	0	0	336	182	218	115	180	0	228	96	0	0	0	114	0	153	106	0	0	0	0	0	0	0	0
ITPKC	197.564103	0	101	121	453	302	0	819	620	695	181	97	0	0	0	352	0	0	552	317	336	260	508	268	342	296	0	0	0	281	164	310	217	0	0	0	0	113	0	0	0
COQ8B	197.564103	0	101	121	453	302	0	819	620	695	181	97	0	0	0	352	0	0	552	317	336	260	508	268	342	296	0	0	0	281	164	310	217	0	0	0	0	113	0	0	0
PHF5A	197.487179	0	528	151	260	1003	318	769	1192	818	249	387	0	0	0	328	0	0	246	0	174	147	344	163	209	112	0	0	0	0	0	188	116	0	0	0	0	0	0	0	0
ACO2	197.487179	0	528	151	260	1003	318	769	1192	818	249	387	0	0	0	328	0	0	246	0	174	147	344	163	209	112	0	0	0	0	0	188	116	0	0	0	0	0	0	0	0
HPS6	197.461538	0	945	538	337	561	0	620	910	559	378	0	0	0	0	126	0	0	509	169	195	305	267	239	244	198	0	0	89	0	141	288	0	83	0	0	0	0	0	0	0
BACH1	197.461538	0	1034	620	210	691	75	1104	231	384	194	315	0	0	0	0	0	0	468	241	304	263	513	248	215	214	0	0	0	110	0	267	0	0	0	0	0	0	0	0	0
IQGAP1	197.410256	0	471	342	88	601	167	1035	476	1606	0	169	0	0	0	402	0	0	451	269	178	190	407	176	197	154	0	0	0	110	0	210	0	0	0	0	0	0	0	0	0
PRNP	197.358974	0	922	304	289	842	125	1068	1088	423	191	241	0	0	0	0	0	0	382	299	287	178	380	130	232	0	0	0	0	148	0	168	0	0	0	0	0	0	0	0	0
BCAS3	197.358974	0	0	0	163	412	124	964	1826	637	465	255	0	0	0	173	0	0	514	171	189	205	383	138	310	213	0	0	0	0	136	204	215	0	0	0	0	0	0	0	0
PITPNC1	197.307692	0	1283	395	165	457	0	773	1733	449	204	215	0	0	0	0	0	0	371	156	177	296	199	192	198	172	0	0	0	115	0	145	0	0	0	0	0	0	0	0	0
SLC12A7	197.282051	0	244	0	0	690	155	836	431	0	294	0	0	0	0	0	0	0	880	366	467	303	717	238	460	658	0	0	118	360	215	262	0	0	0	0	0	0	0	0	0
FAM107A	197.256410	0	166	0	264	455	132	1261	1291	345	172	0	0	0	0	0	0	0	578	283	285	232	458	282	399	282	0	0	0	137	131	243	195	102	0	0	0	0	0	0	0
ANKRD44	197.256410	0	1025	310	0	708	0	845	659	455	309	318	0	0	0	0	0	0	447	249	321	249	410	216	374	307	0	0	84	0	111	181	0	0	0	0	0	115	0	0	0
RAPGEF2	197.179487	0	405	115	169	496	0	1125	972	425	704	124	0	0	0	0	0	225	517	308	220	305	607	153	284	238	0	0	0	0	150	148	0	0	0	0	0	0	0	0	0
TNS4	197.153846	0	205	216	185	540	101	1016	392	127	0	0	0	0	0	0	0	0	1014	431	430	441	698	257	306	275	0	0	0	192	141	230	325	167	0	0	0	0	0	0	0
FYN	197.102564	0	369	0	175	504	0	1109	286	618	527	253	0	0	0	356	0	0	581	416	328	293	426	201	315	227	98	158	152	0	127	168	0	0	0	0	0	0	0	0	0
SACS	197.076923	0	1195	388	232	632	0	1065	1315	174	0	273	0	0	0	0	0	0	348	173	265	233	480	171	126	227	0	0	0	0	197	192	0	0	0	0	0	0	0	0	0
CALM2	197.051282	144	886	350	356	555	0	359	1157	1733	259	343	0	0	0	114	0	115	295	132	161	110	194	101	143	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4C9	197.025641	616	403	391	761	0	0	0	0	0	969	1667	0	0	499	1102	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	75	326	364	123	0
DMWD	197.025641	0	243	0	220	528	0	777	654	568	772	230	0	0	0	258	0	0	634	329	311	272	443	189	376	223	148	0	0	155	148	206	0	0	0	0	0	0	0	0	0
ANKEF1	196.923077	0	320	137	0	891	143	1030	781	461	150	0	0	0	0	0	0	0	626	216	381	282	310	169	370	334	140	154	130	211	254	190	0	0	0	0	0	0	0	0	0
COPS7A	196.897436	0	0	0	202	493	236	704	600	1129	603	465	0	0	145	419	0	0	471	207	265	229	246	327	193	131	161	0	0	78	104	191	80	0	0	0	0	0	0	0	0
ALDH1B1	196.871795	0	311	103	311	617	0	847	399	764	331	0	0	0	0	0	0	0	752	280	471	282	510	291	403	360	166	0	0	0	171	309	0	0	0	0	0	0	0	0	0
TAX1BP1	196.846154	0	377	249	286	383	0	555	1332	1062	214	0	0	0	0	0	0	0	565	304	226	198	473	195	220	186	0	108	0	125	210	214	195	0	0	0	0	0	0	0	0
ZCCHC7	196.820513	0	264	324	210	475	135	1296	1165	1261	233	148	0	0	0	120	0	0	357	180	230	150	260	251	204	157	0	0	0	0	0	0	159	0	0	0	0	97	0	0	0
STK25	196.769231	0	215	161	320	431	0	717	696	224	552	230	0	0	0	221	0	0	643	266	214	272	476	370	468	188	160	112	0	129	174	318	0	117	0	0	0	0	0	0	0
SGSM3	196.769231	0	163	166	129	569	0	1117	362	506	369	164	0	0	0	242	0	0	495	265	257	395	737	270	403	266	0	0	115	0	187	357	140	0	0	0	0	0	0	0	0
PARP12	196.717949	0	559	254	244	386	0	614	442	188	756	246	0	0	0	0	0	196	609	165	391	256	674	275	319	265	182	152	0	140	130	229	0	0	0	0	0	0	0	0	0
CYRIB	196.666667	93	1061	704	0	315	0	503	2664	624	309	115	0	0	0	174	0	0	211	0	122	123	186	153	97	79	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0
HYAL2	196.410256	0	1290	543	0	519	95	781	1752	127	235	127	0	0	0	0	0	0	437	176	213	271	304	191	235	0	0	0	0	0	163	201	0	0	0	0	0	0	0	0	0
NAV1	196.358974	0	1216	355	0	756	199	738	1102	157	0	0	0	0	0	0	0	0	453	291	326	251	393	288	369	212	0	0	97	0	153	302	0	0	0	0	0	0	0	0	0
EIF4ENIF1	196.333333	0	399	134	130	779	153	804	1091	520	0	411	0	0	0	193	0	115	552	114	198	204	504	201	260	249	0	0	0	135	195	200	0	0	0	0	0	116	0	0	0
FHL2	196.230769	0	314	147	776	377	0	759	635	859	197	0	0	0	0	0	0	0	631	419	303	262	302	195	333	144	124	0	0	198	198	286	0	0	0	0	79	115	0	0	0
GRSF1	196.153846	0	225	0	0	381	0	1382	256	892	588	245	0	0	352	621	0	0	468	228	328	289	432	164	146	119	0	0	0	118	133	283	0	0	0	0	0	0	0	0	0
STX12	196.102564	0	0	0	168	730	68	753	417	1200	445	122	0	0	0	399	0	0	534	231	358	312	437	314	194	268	0	141	0	116	192	249	0	0	0	0	0	0	0	0	0
EIF4G1	196.051282	0	502	213	0	801	180	737	208	520	248	598	0	0	85	272	0	0	703	357	185	362	344	265	398	266	0	0	0	117	163	122	0	0	0	0	0	0	0	0	0
GABPA	195.974359	121	278	274	208	546	0	414	1001	1214	152	637	0	0	0	224	0	0	550	263	230	237	303	322	208	267	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0
ATP5PF	195.974359	121	278	274	208	546	0	414	1001	1214	152	637	0	0	0	224	0	0	550	263	230	237	303	322	208	267	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0
SPINT2	195.948718	0	0	0	138	866	189	845	851	553	256	114	0	0	0	0	0	0	705	322	366	244	721	235	298	211	142	127	0	0	159	300	0	0	0	0	0	0	0	0	0
SMAD3	195.948718	0	1726	479	204	364	0	722	807	618	182	258	0	0	0	0	0	0	387	243	354	209	258	202	225	214	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0
LETMD1	195.948718	0	177	207	234	574	293	549	1971	1257	181	170	0	0	0	125	0	0	322	163	166	115	272	116	201	0	134	0	0	99	0	142	174	0	0	0	0	0	0	0	0
DMC1	195.948718	0	230	0	137	513	130	1151	324	440	167	1305	0	0	597	1114	0	0	140	0	0	0	294	143	319	157	0	0	0	0	0	296	0	0	0	80	0	105	0	0	0
CBR3	195.820513	0	745	230	202	352	0	975	1874	714	245	0	0	0	0	0	0	0	434	151	193	150	321	160	235	174	0	0	0	121	127	115	0	0	0	0	0	119	0	0	0
SP8	195.717949	0	0	0	0	1906	730	893	0	0	0	0	0	0	0	0	0	0	664	285	283	286	455	255	413	244	132	0	110	217	185	304	271	0	0	0	0	0	0	0	0
PPP2R5D	195.692308	0	0	0	200	400	129	1133	545	1764	513	525	0	0	0	200	0	0	627	194	148	203	267	205	214	255	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0
SSBP1	195.666667	193	0	0	185	627	121	880	501	1501	250	278	0	0	0	194	0	0	674	187	186	196	423	137	241	236	0	0	97	0	0	285	239	0	0	0	0	0	0	0	0
CYB561	195.666667	0	473	200	0	622	0	713	1707	396	0	0	0	0	0	0	0	0	687	264	339	288	524	185	324	270	0	0	0	156	129	200	154	0	0	0	0	0	0	0	0
MRPL55	195.641026	194	0	0	91	755	138	1326	84	1073	622	273	0	0	0	246	0	0	474	310	370	357	420	202	161	143	0	0	0	0	130	261	0	0	0	0	0	0	0	0	0
ATL1	195.589744	0	1218	301	164	598	0	601	906	543	173	177	0	0	0	118	0	0	573	206	219	227	365	192	377	146	0	0	90	0	159	167	0	108	0	0	0	0	0	0	0
DYNC1LI1	195.512821	0	414	217	206	682	0	841	1630	1249	206	282	0	0	0	213	0	0	292	174	184	160	273	105	196	124	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0
ZNF709	195.358974	0	0	0	0	621	150	952	335	847	399	432	0	0	0	302	0	0	694	278	305	357	475	215	302	338	0	0	0	171	101	206	139	0	0	0	0	0	0	0	0
ZFAND1	195.307692	0	249	0	159	694	0	1291	615	1437	495	0	0	0	0	324	0	0	307	236	187	323	456	138	209	0	0	0	0	100	193	204	0	0	0	0	0	0	0	0	0
ADIPOR2	195.307692	0	692	292	164	611	0	476	548	1301	0	357	0	0	120	238	0	0	597	223	168	274	304	234	309	159	0	0	0	174	231	145	0	0	0	0	0	0	0	0	0
RHBDD3	195.282051	0	645	264	173	409	0	613	1440	1204	124	255	0	0	0	323	0	0	403	207	268	161	392	141	227	229	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
EWSR1	195.282051	0	645	264	173	409	0	613	1440	1204	124	255	0	0	0	323	0	0	403	207	268	161	392	141	227	229	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0
ELK4	195.282051	0	1017	432	0	622	0	587	2023	1115	192	108	0	0	0	0	0	0	311	121	183	156	216	143	237	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0
GTF3C2	195.205128	0	213	267	304	719	168	1188	1059	871	94	99	0	0	0	148	0	93	387	216	154	302	308	169	210	136	0	0	0	0	0	139	165	96	0	108	0	0	0	0	0
ZNF337	195.179487	0	465	122	229	704	126	654	973	886	211	235	0	0	0	151	0	0	565	263	450	262	337	177	222	164	116	145	0	0	0	155	0	0	0	0	0	0	0	0	0
PSMA7	195.179487	0	869	233	0	530	0	513	267	625	0	171	0	0	0	0	0	0	793	348	355	430	579	334	359	282	0	170	111	183	190	270	0	0	0	0	0	0	0	0	0
CEP112	195.102564	0	199	0	335	649	91	999	747	222	658	279	0	0	0	399	0	0	434	236	273	182	323	253	254	315	136	133	0	136	153	203	0	0	0	0	0	0	0	0	0
NOXA1	195.025641	202	895	359	143	418	0	560	931	191	106	430	0	0	0	0	0	0	465	284	301	295	514	234	217	222	119	0	66	0	235	283	0	0	0	0	0	136	0	0	0
SPTY2D1	194.948718	0	288	309	131	720	126	663	1338	1814	189	244	0	0	0	170	0	0	296	206	199	167	270	114	210	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0
ZNF354C	194.871795	0	0	0	249	1052	230	1167	292	1108	0	0	0	0	0	0	0	0	534	253	285	260	477	390	338	321	0	0	0	118	118	310	98	0	0	0	0	0	0	0	0
RPS6	194.846154	0	223	261	179	968	212	481	1250	1862	0	140	0	0	0	82	0	115	189	184	231	246	192	134	170	0	0	0	0	161	0	177	142	0	0	0	0	0	0	0	0
RBM12	194.846154	112	428	180	252	767	112	574	736	1737	0	126	0	0	0	150	0	0	301	211	222	300	405	196	294	222	0	0	0	0	135	0	139	0	0	0	0	0	0	0	0
NSRP1	194.846154	0	0	0	114	705	243	895	118	1966	0	0	0	0	0	0	0	0	433	210	181	145	375	193	331	236	118	0	0	233	110	256	559	178	0	0	0	0	0	0	0
CPNE1	194.846154	112	428	180	252	767	112	574	736	1737	0	126	0	0	0	150	0	0	301	211	222	300	405	196	294	222	0	0	0	0	135	0	139	0	0	0	0	0	0	0	0
DNMBP	194.794872	0	1956	861	0	286	0	592	429	1101	0	199	0	0	0	0	0	151	569	230	130	146	400	0	154	194	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0
ARPIN-AP3S2	194.794872	211	1127	458	174	1036	230	573	0	1106	0	0	0	0	0	0	0	0	265	194	182	150	431	269	312	355	0	0	0	0	153	209	162	0	0	0	0	0	0	0	0
ARPIN	194.794872	211	1127	458	174	1036	230	573	0	1106	0	0	0	0	0	0	0	0	265	194	182	150	431	269	312	355	0	0	0	0	153	209	162	0	0	0	0	0	0	0	0
SUN1	194.743590	0	339	0	660	577	0	756	454	1106	0	151	0	0	0	0	0	0	719	306	354	383	543	351	320	375	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0
SQOR	194.692308	0	856	541	408	470	100	671	1089	678	736	0	0	0	0	0	0	0	504	137	220	184	379	112	213	206	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0
AUH	194.666667	0	295	126	99	550	0	871	833	238	333	253	0	0	0	0	0	0	787	425	409	361	491	188	247	332	0	122	121	0	294	217	0	0	0	0	0	0	0	0	0
GALNT11	194.615385	0	477	168	119	574	0	741	493	564	139	0	0	0	0	0	0	0	803	276	355	261	599	322	418	293	181	89	0	133	234	351	0	0	0	0	0	0	0	0	0
TTLL6	194.564103	0	744	180	0	727	114	1084	1626	164	344	0	0	0	0	0	0	0	204	86	137	181	590	251	404	364	0	0	0	0	148	240	0	0	0	0	0	0	0	0	0
PIK3C2A	194.538462	0	127	0	126	747	0	845	131	1075	341	179	0	0	0	195	0	0	609	294	272	404	497	165	448	292	0	0	127	192	163	358	0	0	0	0	0	0	0	0	0
EDF1	194.538462	0	184	177	0	643	132	700	208	1189	265	154	0	0	0	167	0	0	711	295	311	316	512	276	275	313	192	151	0	84	167	165	0	0	0	0	0	0	0	0	0
VGF	194.487179	0	1167	554	0	641	0	543	849	651	163	705	0	0	0	0	0	0	577	278	196	249	303	0	254	281	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0
RPL14	194.461538	0	598	436	135	589	0	527	1346	1432	234	0	0	0	0	106	0	0	405	106	226	112	303	154	228	165	127	0	0	0	77	137	141	0	0	0	0	0	0	0	0
NUP93	194.461538	0	143	0	150	1525	427	1141	0	1096	0	270	0	0	0	217	0	0	569	216	141	173	276	183	232	196	0	128	0	0	210	179	112	0	0	0	0	0	0	0	0
ENPP4	194.461538	0	0	0	0	645	155	796	2380	584	154	360	0	0	0	0	0	0	495	141	175	156	330	116	297	258	0	0	0	141	119	106	176	0	0	0	0	0	0	0	0
CLIC5	194.461538	0	0	0	0	645	155	796	2380	584	154	360	0	0	0	0	0	0	495	141	175	156	330	116	297	258	0	0	0	141	119	106	176	0	0	0	0	0	0	0	0
ZNF41	194.410256	0	328	199	0	1113	236	1251	540	643	280	208	0	0	0	0	0	0	628	267	249	248	416	285	240	0	0	0	0	0	150	183	118	0	0	0	0	0	0	0	0
CC2D2B	194.358974	0	1232	585	217	563	0	609	1611	828	174	0	0	0	0	109	0	0	423	108	120	147	271	100	205	0	0	0	0	0	92	186	0	0	0	0	0	0	0	0	0
ACOT9	194.307692	0	453	152	0	463	0	860	631	695	573	0	0	0	0	0	0	0	672	251	383	264	486	381	308	273	137	0	0	124	204	268	0	0	0	0	0	0	0	0	0
SYP	194.256410	0	438	179	0	588	0	1115	245	981	242	269	0	0	0	0	0	0	497	388	354	256	457	241	289	246	0	0	134	242	201	214	0	0	0	0	0	0	0	0	0
C1orf53	194.230769	0	571	260	219	602	75	818	911	747	246	169	0	0	0	0	0	0	426	212	233	272	437	154	159	186	156	0	146	141	166	157	112	0	0	0	0	0	0	0	0
SMPD1	194.179487	0	512	604	0	883	102	976	1351	584	264	287	0	0	0	0	0	0	378	166	138	173	302	187	184	161	94	0	0	0	0	142	0	0	0	0	0	85	0	0	0
SLC12A9	194.153846	0	1192	357	0	403	0	471	641	421	316	188	0	0	0	212	0	0	676	256	322	386	415	307	318	264	0	0	0	0	176	251	0	0	0	0	0	0	0	0	0
ZC3H12C	194.102564	0	1111	473	210	355	0	525	611	822	0	0	0	0	0	0	0	0	560	342	241	306	508	238	371	308	110	107	0	0	177	195	0	0	0	0	0	0	0	0	0
HYKK	194.102564	0	119	0	396	700	192	1584	588	469	329	0	0	0	0	0	0	0	498	274	245	241	416	209	215	206	132	153	0	108	101	124	271	0	0	0	0	0	0	0	0
SDF4	194.076923	0	1160	468	0	306	0	484	0	438	191	406	0	0	0	0	0	0	665	222	390	329	499	281	456	443	147	150	0	96	163	275	0	0	0	0	0	0	0	0	0
B3GALT6	194.076923	0	1160	468	0	306	0	484	0	438	191	406	0	0	0	0	0	0	665	222	390	329	499	281	456	443	147	150	0	96	163	275	0	0	0	0	0	0	0	0	0
KATNAL1	194.051282	81	432	171	385	599	120	591	914	664	136	411	0	0	203	550	0	0	387	192	207	224	308	113	219	194	0	0	0	0	125	185	0	0	0	0	0	157	0	0	0
MYNN	194.000000	0	238	106	653	728	161	713	1498	1623	0	111	0	0	0	126	387	0	336	0	0	133	264	125	254	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTDP1	193.974359	0	1015	436	328	482	140	481	753	305	567	385	0	0	159	359	0	0	421	173	129	154	385	154	292	180	0	0	0	0	96	171	0	0	0	0	0	0	0	0	0
AGPS	193.948718	0	1537	846	238	712	0	747	0	715	221	339	0	0	0	0	0	211	467	180	267	268	226	138	172	95	0	0	0	96	0	0	0	0	0	0	0	89	0	0	0
NOCT	193.820513	0	569	399	179	481	0	486	1401	1202	288	146	0	0	0	177	0	0	473	157	192	194	393	203	274	231	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0
GRWD1	193.820513	0	235	318	318	576	0	610	2031	1230	367	270	0	0	0	331	0	0	333	215	151	0	175	130	142	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0
DRAM1	193.769231	0	1032	587	164	480	0	672	1169	479	186	0	0	0	0	0	0	0	592	324	246	357	406	200	170	156	0	0	0	0	201	136	0	0	0	0	0	0	0	0	0
ATP5MG	193.717949	0	177	263	0	467	172	416	2426	1596	256	317	0	0	0	153	0	0	208	0	147	0	196	157	139	184	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0
WDR78	193.641026	0	824	454	260	545	92	691	1201	1087	336	179	0	0	0	157	0	113	288	180	0	172	187	234	198	159	101	0	0	0	0	0	0	0	0	0	0	94	0	0	0
